Specialization,Case Type,Case Number,Lawyer ID,Win/Lose
Tax Lawyer,IRSAudit,1011,1016,0
Business Lawyer,IntellectualProperty,1055,1014,1
Business Lawyer,ContractDispute,1003,1013,0
Business Lawyer,ContractDispute,1030,1012,0
Criminal Lawyer,Burglary,1022,1002,0
Family Lawyer,Divorce,1001,1004,0
Business Lawyer,ContractDispute,1017,1012,0
Family Lawyer,Adoption,1013,1005,1
Immigration Lawyer,Deportation,1028,1010,0
Criminal Lawyer,Murder,1009,1002,1
Immigration Lawyer,Deportation,1033,1010,0
Immigration Lawyer,Deportation,1010,1010,0
Criminal Lawyer,Burglary,1029,1002,0
Criminal Lawyer,Murder,1036,1000,1
Family Lawyer,Adoption,1021,1006,0
Immigration Lawyer,Asylum,1039,1010,0
Immigration Lawyer,Asylum,1042,1010,1
Business Lawyer,BusinessFraud,1009,1013,0
Business Lawyer,ContractDispute,1042,1014,1
Business Lawyer,ContractDispute,1011,1012,1
Immigration Lawyer,VisaApplication,1006,1008,0
Business Lawyer,BusinessFraud,1008,1014,1
Family Lawyer,Divorce,1017,1004,1
Immigration Lawyer,VisaApplication,1055,1010,1
Criminal Lawyer,Burglary,1008,1000,0
Business Lawyer,ContractDispute,1023,1012,1
Criminal Lawyer,Murder,1004,1000,0
Tax Lawyer,IRSAudit,1044,1016,1
Immigration Lawyer,VisaApplication,1028,1009,0
Criminal Lawyer,Robbery,1026,1000,0
Tax Lawyer,TaxEvasion,1032,1016,0
Immigration Lawyer,Deportation,1017,1008,0
Business Lawyer,IntellectualProperty,1018,1014,0
Immigration Lawyer,Deportation,1007,1009,0
Criminal Lawyer,Robbery,1029,1000,1
Tax Lawyer,IRSAudit,1004,1016,0
Family Lawyer,ChildCustody,1012,1004,0
Immigration Lawyer,Deportation,1005,1010,1
Tax Lawyer,IRSAudit,1016,1018,1
Family Lawyer,ChildCustody,1019,1006,0
Tax Lawyer,TaxFraud,1005,1017,0
Business Lawyer,IntellectualProperty,1012,1014,1
Family Lawyer,Divorce,1006,1005,0
Family Lawyer,Adoption,1013,1005,1
Criminal Lawyer,Drug,1027,1000,0
Family Lawyer,ChildCustody,1004,1005,1
Family Lawyer,Adoption,1003,1004,0
Criminal Lawyer,Burglary,1029,1001,0
Immigration Lawyer,Deportation,1007,1009,0
Immigration Lawyer,VisaApplication,1037,1009,0
Immigration Lawyer,VisaApplication,1044,1010,0
Tax Lawyer,TaxFraud,1007,1018,0
Criminal Lawyer,Robbery,1018,1000,1
Immigration Lawyer,VisaApplication,1027,1010,0
Immigration Lawyer,Asylum,1013,1009,1
Family Lawyer,Adoption,1002,1005,1
Tax Lawyer,TaxEvasion,1019,1016,1
Immigration Lawyer,Asylum,1001,1009,0
Tax Lawyer,TaxFraud,1012,1017,0
Criminal Lawyer,Murder,1012,1002,1
Criminal Lawyer,Drug,1007,1002,0
Immigration Lawyer,VisaApplication,1053,1010,0
Criminal Lawyer,Burglary,1042,1000,0
Tax Lawyer,IRSAudit,1023,1017,1
Immigration Lawyer,Asylum,1001,1010,1
Business Lawyer,IntellectualProperty,1047,1014,0
Family Lawyer,ChildCustody,1002,1006,0
Family Lawyer,Divorce,1032,1004,1
Criminal Lawyer,Burglary,1022,1001,0
Business Lawyer,ContractDispute,1043,1012,1
Criminal Lawyer,Murder,1009,1002,1
Family Lawyer,Divorce,1002,1004,1
Family Lawyer,Adoption,1031,1004,1
Immigration Lawyer,VisaApplication,1022,1009,1
Tax Lawyer,TaxFraud,1020,1018,0
Family Lawyer,Adoption,1024,1004,0
Business Lawyer,ContractDispute,1033,1013,0
Tax Lawyer,TaxEvasion,1025,1019,1
Criminal Lawyer,Assault,1006,1002,0
Immigration Lawyer,Asylum,1006,1010,1
Tax Lawyer,IRSAudit,1014,1016,1
Tax Lawyer,IRSAudit,1002,1019,1
Tax Lawyer,IRSAudit,1006,1016,1
Immigration Lawyer,Asylum,1008,1010,1
Immigration Lawyer,Deportation,1016,1009,1
Business Lawyer,ContractDispute,1045,1014,0
Business Lawyer,BusinessFraud,1010,1013,1
Criminal Lawyer,Murder,1033,1000,0
Family Lawyer,Adoption,1008,1005,0
Immigration Lawyer,Asylum,1057,1010,1
Tax Lawyer,TaxFraud,1029,1019,0
Criminal Lawyer,Burglary,1030,1000,0
Business Lawyer,BusinessFraud,1012,1013,1
Business Lawyer,ContractDispute,1028,1014,1
Business Lawyer,IntellectualProperty,1029,1012,1
Criminal Lawyer,Assault,1008,1002,0
Tax Lawyer,TaxEvasion,1018,1017,0
Immigration Lawyer,VisaApplication,1032,1009,1
Immigration Lawyer,Deportation,1016,1010,1
Immigration Lawyer,VisaApplication,1014,1010,0
Business Lawyer,IntellectualProperty,1005,1013,0
Criminal Lawyer,Drug,1020,1000,1
Immigration Lawyer,VisaApplication,1002,1009,1
Family Lawyer,ChildCustody,1012,1005,1
Criminal Lawyer,Assault,1027,1002,0
Business Lawyer,BusinessFraud,1020,1012,0
Business Lawyer,BusinessFraud,1029,1014,1
Tax Lawyer,TaxEvasion,1010,1019,1
Business Lawyer,BusinessFraud,1045,1012,0
Criminal Lawyer,Murder,1043,1000,1
Criminal Lawyer,Robbery,1018,1002,0
Business Lawyer,ContractDispute,1027,1014,1
Family Lawyer,Adoption,1028,1005,1
Business Lawyer,BusinessFraud,1023,1014,0
Criminal Lawyer,Burglary,1022,1002,0
Criminal Lawyer,Drug,1007,1002,0
Business Lawyer,BusinessFraud,1022,1012,0
Business Lawyer,IntellectualProperty,1010,1014,1
Tax Lawyer,IRSAudit,1027,1017,0
Immigration Lawyer,Asylum,1042,1010,1
Business Lawyer,ContractDispute,1019,1014,0
Immigration Lawyer,VisaApplication,1022,1009,1
Immigration Lawyer,Deportation,1049,1010,0
Tax Lawyer,TaxFraud,1010,1018,1
Criminal Lawyer,Murder,1001,1001,1
Criminal Lawyer,Drug,1025,1000,0
Family Lawyer,Adoption,1029,1004,1
Immigration Lawyer,VisaApplication,1006,1008,0
Tax Lawyer,TaxFraud,1029,1019,0
Immigration Lawyer,Deportation,1004,1010,0
Tax Lawyer,TaxFraud,1016,1017,0
Tax Lawyer,TaxEvasion,1047,1016,0
Immigration Lawyer,Deportation,1050,1010,1
Business Lawyer,BusinessFraud,1056,1014,0
Business Lawyer,IntellectualProperty,1044,1014,0
Business Lawyer,IntellectualProperty,1018,1014,0
Tax Lawyer,TaxFraud,1028,1016,1
Immigration Lawyer,Deportation,1018,1008,1
Tax Lawyer,TaxEvasion,1027,1016,1
Business Lawyer,ContractDispute,1038,1012,0
Immigration Lawyer,Deportation,1040,1009,0
Tax Lawyer,TaxFraud,1028,1016,1
Criminal Lawyer,Robbery,1034,1000,1
Immigration Lawyer,VisaApplication,1010,1008,0
Tax Lawyer,TaxFraud,1020,1017,1
Criminal Lawyer,Assault,1013,1001,0
Business Lawyer,ContractDispute,1024,1014,1
Business Lawyer,ContractDispute,1001,1012,0
Criminal Lawyer,Drug,1018,1001,0
Business Lawyer,ContractDispute,1001,1014,1
Tax Lawyer,TaxFraud,1025,1016,0
Family Lawyer,Divorce,1027,1005,1
Business Lawyer,ContractDispute,1005,1014,1
Family Lawyer,Divorce,1035,1004,0
Criminal Lawyer,Burglary,1035,1002,0
Business Lawyer,BusinessFraud,1047,1013,1
Criminal Lawyer,Drug,1037,1002,1
Business Lawyer,ContractDispute,1027,1014,1
Immigration Lawyer,Asylum,1038,1010,0
Business Lawyer,IntellectualProperty,1032,1014,1
Business Lawyer,IntellectualProperty,1003,1012,0
Business Lawyer,IntellectualProperty,1038,1013,1
Family Lawyer,ChildCustody,1016,1006,0
Immigration Lawyer,VisaApplication,1029,1010,0
Tax Lawyer,IRSAudit,1049,1016,0
Tax Lawyer,IRSAudit,1006,1016,1
Family Lawyer,Divorce,1007,1006,1
Tax Lawyer,TaxEvasion,1019,1019,1
Immigration Lawyer,VisaApplication,1027,1010,0
Tax Lawyer,TaxFraud,1009,1017,0
Business Lawyer,IntellectualProperty,1050,1014,0
Business Lawyer,IntellectualProperty,1002,1013,1
Immigration Lawyer,Deportation,1056,1010,1
Business Lawyer,IntellectualProperty,1020,1013,0
Criminal Lawyer,Assault,1008,1002,0
Tax Lawyer,TaxEvasion,1029,1016,0
Immigration Lawyer,Deportation,1010,1010,0
Tax Lawyer,IRSAudit,1017,1016,0
Criminal Lawyer,Robbery,1036,1002,1
Immigration Lawyer,Deportation,1015,1010,0
Family Lawyer,ChildCustody,1026,1004,1
Tax Lawyer,TaxEvasion,1011,1018,0
Business Lawyer,IntellectualProperty,1003,1014,1
Business Lawyer,BusinessFraud,1020,1012,0
Tax Lawyer,TaxFraud,1013,1018,1
Business Lawyer,ContractDispute,1042,1014,1
Business Lawyer,BusinessFraud,1041,1012,1
Business Lawyer,BusinessFraud,1054,1014,1
Tax Lawyer,TaxFraud,1043,1016,1
Business Lawyer,IntellectualProperty,1034,1013,0
Business Lawyer,IntellectualProperty,1013,1014,1
Immigration Lawyer,VisaApplication,1047,1010,1
Business Lawyer,BusinessFraud,1041,1013,0
Family Lawyer,ChildCustody,1019,1004,0
Tax Lawyer,TaxEvasion,1030,1017,1
Business Lawyer,ContractDispute,1048,1013,0
Criminal Lawyer,Drug,1024,1002,0
Family Lawyer,Divorce,1003,1005,0
Business Lawyer,IntellectualProperty,1043,1013,0
Tax Lawyer,IRSAudit,1023,1016,0
Family Lawyer,ChildCustody,1018,1006,1
Family Lawyer,Divorce,1022,1006,1
Criminal Lawyer,Robbery,1030,1002,1
Family Lawyer,Divorce,1017,1004,1
Criminal Lawyer,Burglary,1013,1002,1
Immigration Lawyer,Asylum,1036,1010,1
Tax Lawyer,IRSAudit,1004,1018,1
Tax Lawyer,TaxFraud,1004,1017,1
Criminal Lawyer,Drug,1026,1001,0
Business Lawyer,IntellectualProperty,1043,1013,0
Business Lawyer,IntellectualProperty,1026,1012,1
Business Lawyer,BusinessFraud,1045,1012,0
Family Lawyer,ChildCustody,1015,1005,1
Criminal Lawyer,Robbery,1018,1002,0
Immigration Lawyer,Deportation,1021,1008,1
Immigration Lawyer,Deportation,1005,1008,1
Immigration Lawyer,VisaApplication,1044,1009,0
Family Lawyer,Adoption,1005,1005,0
Business Lawyer,ContractDispute,1024,1014,1
Immigration Lawyer,VisaApplication,1014,1008,1
Immigration Lawyer,VisaApplication,1044,1010,0
Immigration Lawyer,Asylum,1034,1009,0
Immigration Lawyer,VisaApplication,1035,1010,1
Immigration Lawyer,VisaApplication,1027,1009,1
Tax Lawyer,IRSAudit,1013,1017,0
Immigration Lawyer,VisaApplication,1021,1009,1
Family Lawyer,Adoption,1030,1004,1
Tax Lawyer,TaxEvasion,1020,1019,1
Immigration Lawyer,Asylum,1038,1010,0
Business Lawyer,BusinessFraud,1021,1013,1
Family Lawyer,ChildCustody,1008,1006,0
Criminal Lawyer,Assault,1027,1002,0
Tax Lawyer,IRSAudit,1022,1019,1
Business Lawyer,BusinessFraud,1031,1013,0
Business Lawyer,BusinessFraud,1017,1013,1
Criminal Lawyer,Drug,1025,1000,0
Business Lawyer,IntellectualProperty,1004,1012,0
Tax Lawyer,IRSAudit,1003,1016,0
Immigration Lawyer,VisaApplication,1035,1010,1
Criminal Lawyer,Murder,1043,1000,1
Business Lawyer,IntellectualProperty,1010,1014,1
Tax Lawyer,IRSAudit,1006,1018,1
Immigration Lawyer,VisaApplication,1010,1008,0
Family Lawyer,ChildCustody,1014,1006,0
Criminal Lawyer,Murder,1031,1002,1
Immigration Lawyer,Deportation,1037,1010,1
Criminal Lawyer,Assault,1038,1002,1
Family Lawyer,ChildCustody,1010,1005,0
Criminal Lawyer,Drug,1004,1002,0
Business Lawyer,IntellectualProperty,1020,1013,0
Criminal Lawyer,Assault,1005,1000,0
Business Lawyer,IntellectualProperty,1033,1012,1
Business Lawyer,BusinessFraud,1016,1012,1
Immigration Lawyer,Deportation,1004,1010,0
Business Lawyer,BusinessFraud,1045,1012,0
Family Lawyer,ChildCustody,1005,1006,0
Tax Lawyer,TaxFraud,1013,1016,0
Business Lawyer,ContractDispute,1048,1014,0
Family Lawyer,ChildCustody,1009,1005,1
Tax Lawyer,TaxEvasion,1008,1019,0
Family Lawyer,ChildCustody,1038,1004,0
Criminal Lawyer,Murder,1027,1001,0
Family Lawyer,Divorce,1011,1006,1
Tax Lawyer,TaxFraud,1007,1017,1
Immigration Lawyer,Asylum,1039,1010,0
Tax Lawyer,TaxEvasion,1018,1018,0
Tax Lawyer,IRSAudit,1028,1017,1
Immigration Lawyer,Deportation,1025,1009,0
Immigration Lawyer,VisaApplication,1013,1010,0
Immigration Lawyer,Asylum,1041,1009,0
Family Lawyer,Divorce,1011,1005,1
Immigration Lawyer,VisaApplication,1041,1010,0
Business Lawyer,ContractDispute,1014,1013,1
Immigration Lawyer,VisaApplication,1029,1008,1
Criminal Lawyer,Drug,1017,1001,0
Immigration Lawyer,VisaApplication,1027,1010,0
Criminal Lawyer,Drug,1011,1001,0
Tax Lawyer,TaxFraud,1024,1018,1
Family Lawyer,ChildCustody,1004,1005,1
Criminal Lawyer,Murder,1043,1000,1
Business Lawyer,BusinessFraud,1018,1013,0
Criminal Lawyer,Assault,1006,1000,1
Immigration Lawyer,VisaApplication,1043,1009,1
Family Lawyer,ChildCustody,1037,1004,1
Tax Lawyer,TaxEvasion,1005,1018,0
Tax Lawyer,TaxFraud,1050,1016,1
Business Lawyer,BusinessFraud,1032,1013,1
Tax Lawyer,TaxEvasion,1020,1019,1
Family Lawyer,Adoption,1001,1005,1
Immigration Lawyer,Asylum,1020,1008,0
Tax Lawyer,TaxFraud,1002,1016,0
Business Lawyer,IntellectualProperty,1037,1013,0
Immigration Lawyer,VisaApplication,1038,1009,0
Criminal Lawyer,Drug,1015,1002,1
Family Lawyer,Divorce,1002,1004,1
Criminal Lawyer,Murder,1012,1002,1
Tax Lawyer,TaxEvasion,1047,1016,0
Tax Lawyer,TaxEvasion,1013,1019,0
Family Lawyer,ChildCustody,1002,1006,0
Tax Lawyer,TaxFraud,1031,1016,1
Tax Lawyer,IRSAudit,1030,1019,0
Business Lawyer,BusinessFraud,1029,1013,1
Tax Lawyer,TaxEvasion,1018,1016,1
Family Lawyer,ChildCustody,1027,1006,1
Immigration Lawyer,Asylum,1028,1008,0
Business Lawyer,ContractDispute,1019,1012,0
Criminal Lawyer,Assault,1038,1002,1
Business Lawyer,IntellectualProperty,1047,1014,0
Criminal Lawyer,Burglary,1013,1000,1
Tax Lawyer,TaxFraud,1017,1018,1
Family Lawyer,Divorce,1001,1004,0
Family Lawyer,Divorce,1022,1005,0
Family Lawyer,Divorce,1023,1005,1
Business Lawyer,ContractDispute,1031,1012,0
Tax Lawyer,TaxEvasion,1008,1019,0
Business Lawyer,BusinessFraud,1010,1013,1
Tax Lawyer,TaxFraud,1020,1018,0
Criminal Lawyer,Drug,1020,1001,0
Criminal Lawyer,Assault,1038,1002,1
Criminal Lawyer,Assault,1021,1002,1
Immigration Lawyer,Deportation,1023,1009,1
Tax Lawyer,TaxFraud,1009,1018,0
Immigration Lawyer,Deportation,1034,1010,1
Business Lawyer,IntellectualProperty,1034,1012,1
Family Lawyer,Adoption,1029,1006,1
Tax Lawyer,TaxEvasion,1020,1019,1
Criminal Lawyer,Drug,1032,1002,0
Criminal Lawyer,Drug,1028,1000,1
Criminal Lawyer,Robbery,1019,1001,0
Criminal Lawyer,Burglary,1042,1002,1
Criminal Lawyer,Drug,1037,1002,1
Business Lawyer,ContractDispute,1035,1014,1
Tax Lawyer,TaxFraud,1008,1017,1
Family Lawyer,Adoption,1007,1004,0
Family Lawyer,ChildCustody,1006,1004,1
Tax Lawyer,TaxFraud,1050,1016,1
Family Lawyer,Divorce,1014,1004,0
Business Lawyer,IntellectualProperty,1016,1013,1
Tax Lawyer,TaxFraud,1010,1017,0
Tax Lawyer,TaxFraud,1021,1019,0
Immigration Lawyer,Deportation,1023,1008,1
Immigration Lawyer,Asylum,1018,1009,0
Criminal Lawyer,Robbery,1034,1000,1
Family Lawyer,Divorce,1009,1006,1
Immigration Lawyer,Asylum,1057,1010,1
Tax Lawyer,TaxEvasion,1017,1019,0
Family Lawyer,Adoption,1008,1005,0
Business Lawyer,BusinessFraud,1054,1014,1
Tax Lawyer,TaxEvasion,1031,1019,0
Criminal Lawyer,Murder,1040,1000,0
Family Lawyer,ChildCustody,1025,1004,0
Business Lawyer,IntellectualProperty,1024,1012,0
Business Lawyer,IntellectualProperty,1046,1014,1
Immigration Lawyer,Asylum,1010,1009,0
Tax Lawyer,IRSAudit,1049,1016,0
Family Lawyer,Divorce,1023,1005,1
Business Lawyer,IntellectualProperty,1042,1012,1
Business Lawyer,IntellectualProperty,1003,1014,1
Family Lawyer,ChildCustody,1026,1004,1
Business Lawyer,ContractDispute,1035,1013,1
Family Lawyer,ChildCustody,1004,1005,1
Criminal Lawyer,Drug,1026,1001,0
Immigration Lawyer,VisaApplication,1032,1009,1
Criminal Lawyer,Assault,1039,1002,0
Business Lawyer,BusinessFraud,1050,1012,1
Family Lawyer,ChildCustody,1028,1006,0
Family Lawyer,ChildCustody,1012,1006,0
Criminal Lawyer,Robbery,1003,1001,0
Business Lawyer,BusinessFraud,1026,1014,1
Criminal Lawyer,Burglary,1029,1002,0
Business Lawyer,BusinessFraud,1027,1013,1
Family Lawyer,Divorce,1022,1005,0
Tax Lawyer,TaxFraud,1024,1018,1
Business Lawyer,BusinessFraud,1014,1012,1
Family Lawyer,ChildCustody,1039,1004,1
Family Lawyer,Adoption,1002,1005,1
Tax Lawyer,IRSAudit,1004,1018,1
Business Lawyer,ContractDispute,1024,1014,1
Tax Lawyer,TaxEvasion,1010,1016,1
Immigration Lawyer,Deportation,1019,1010,0
Criminal Lawyer,Assault,1006,1000,1
Immigration Lawyer,Deportation,1051,1010,1
Tax Lawyer,TaxFraud,1010,1018,1
Immigration Lawyer,VisaApplication,1003,1010,1
Family Lawyer,ChildCustody,1019,1004,0
Criminal Lawyer,Drug,1017,1000,1
Immigration Lawyer,VisaApplication,1038,1009,0
Tax Lawyer,TaxEvasion,1005,1018,0
Immigration Lawyer,Deportation,1019,1010,0
Business Lawyer,ContractDispute,1006,1013,0
Immigration Lawyer,Asylum,1043,1010,0
Family Lawyer,Adoption,1024,1005,0
Criminal Lawyer,Murder,1041,1002,0
Business Lawyer,ContractDispute,1023,1012,1
Business Lawyer,IntellectualProperty,1022,1014,0
Tax Lawyer,IRSAudit,1022,1019,1
Business Lawyer,BusinessFraud,1021,1013,1
Tax Lawyer,TaxFraud,1011,1017,1
Tax Lawyer,TaxEvasion,1003,1018,1
Family Lawyer,ChildCustody,1009,1005,1
Tax Lawyer,IRSAudit,1019,1018,1
Tax Lawyer,TaxEvasion,1030,1017,1
Business Lawyer,IntellectualProperty,1021,1014,1
Tax Lawyer,TaxEvasion,1027,1019,1
Family Lawyer,Divorce,1007,1005,1
Immigration Lawyer,VisaApplication,1026,1010,1
Family Lawyer,Adoption,1024,1005,0
Tax Lawyer,IRSAudit,1015,1016,1
Family Lawyer,ChildCustody,1021,1004,1
Business Lawyer,IntellectualProperty,1051,1013,1
Tax Lawyer,IRSAudit,1016,1016,0
Business Lawyer,IntellectualProperty,1012,1014,1
Tax Lawyer,TaxFraud,1024,1017,1
Immigration Lawyer,Deportation,1018,1008,1
Immigration Lawyer,VisaApplication,1026,1009,0
Family Lawyer,ChildCustody,1038,1004,0
Business Lawyer,ContractDispute,1053,1012,0
Business Lawyer,BusinessFraud,1041,1012,1
Immigration Lawyer,Deportation,1023,1008,1
Business Lawyer,ContractDispute,1043,1012,1
Immigration Lawyer,VisaApplication,1011,1009,1
Family Lawyer,Divorce,1007,1005,1
Immigration Lawyer,Asylum,1020,1009,1
Business Lawyer,IntellectualProperty,1055,1014,1
Immigration Lawyer,VisaApplication,1009,1008,1
Family Lawyer,Divorce,1006,1005,0
Tax Lawyer,TaxEvasion,1018,1016,1
Criminal Lawyer,Robbery,1031,1000,1
Criminal Lawyer,Burglary,1022,1001,0
Immigration Lawyer,VisaApplication,1016,1008,1
Tax Lawyer,IRSAudit,1015,1016,1
Business Lawyer,BusinessFraud,1020,1014,1
Family Lawyer,Divorce,1016,1005,1
Tax Lawyer,IRSAudit,1028,1017,1
Immigration Lawyer,VisaApplication,1012,1008,0
Family Lawyer,Adoption,1016,1004,1
Tax Lawyer,IRSAudit,1024,1016,1
Family Lawyer,Divorce,1007,1005,1
Business Lawyer,BusinessFraud,1037,1012,0
Family Lawyer,Adoption,1016,1004,1
Family Lawyer,ChildCustody,1014,1006,0
Immigration Lawyer,Asylum,1020,1010,0
Family Lawyer,Divorce,1018,1004,0
Family Lawyer,Divorce,1034,1004,1
Immigration Lawyer,VisaApplication,1035,1010,1
Immigration Lawyer,Deportation,1010,1010,0
Tax Lawyer,IRSAudit,1038,1016,0
Immigration Lawyer,VisaApplication,1012,1008,0
Immigration Lawyer,Asylum,1024,1010,0
Tax Lawyer,TaxFraud,1016,1017,0
Family Lawyer,Divorce,1017,1004,1
Family Lawyer,Divorce,1032,1004,1
Tax Lawyer,TaxEvasion,1008,1019,0
Criminal Lawyer,Robbery,1035,1000,0
Business Lawyer,BusinessFraud,1027,1012,1
Tax Lawyer,TaxFraud,1012,1019,1
Business Lawyer,ContractDispute,1005,1014,1
Tax Lawyer,IRSAudit,1025,1018,0
Immigration Lawyer,Asylum,1042,1009,1
Criminal Lawyer,Assault,1016,1000,0
Immigration Lawyer,Deportation,1003,1008,1
Immigration Lawyer,Deportation,1004,1008,0
Immigration Lawyer,Asylum,1006,1010,1
Criminal Lawyer,Assault,1001,1002,0
Immigration Lawyer,VisaApplication,1002,1009,1
Business Lawyer,IntellectualProperty,1003,1012,0
Immigration Lawyer,VisaApplication,1024,1008,0
Family Lawyer,Divorce,1019,1005,0
Immigration Lawyer,Deportation,1019,1010,0
Immigration Lawyer,VisaApplication,1032,1009,1
Business Lawyer,BusinessFraud,1010,1013,1
Immigration Lawyer,VisaApplication,1008,1009,1
Tax Lawyer,TaxEvasion,1027,1019,1
Immigration Lawyer,Asylum,1008,1010,1
Family Lawyer,Divorce,1026,1006,1
Criminal Lawyer,Murder,1036,1000,1
Criminal Lawyer,Assault,1024,1000,1
Family Lawyer,ChildCustody,1015,1004,1
Business Lawyer,BusinessFraud,1054,1014,1
Tax Lawyer,IRSAudit,1026,1019,1
Immigration Lawyer,VisaApplication,1013,1010,0
Business Lawyer,BusinessFraud,1016,1014,1
Criminal Lawyer,Burglary,1011,1000,1
Family Lawyer,Divorce,1026,1006,1
Family Lawyer,Divorce,1026,1006,1
Business Lawyer,IntellectualProperty,1045,1013,0
Tax Lawyer,IRSAudit,1016,1016,0
Tax Lawyer,TaxFraud,1015,1019,0
Business Lawyer,IntellectualProperty,1051,1014,1
Criminal Lawyer,Robbery,1035,1000,0
Tax Lawyer,TaxFraud,1035,1016,1
Tax Lawyer,TaxFraud,1033,1016,1
Family Lawyer,Divorce,1022,1006,1
Family Lawyer,Divorce,1002,1004,1
Immigration Lawyer,VisaApplication,1003,1010,1
Tax Lawyer,TaxEvasion,1025,1019,1
Criminal Lawyer,Burglary,1008,1000,0
Tax Lawyer,TaxFraud,1028,1016,1
Family Lawyer,Adoption,1005,1005,0
Business Lawyer,ContractDispute,1006,1013,0
Immigration Lawyer,Deportation,1004,1010,0
Family Lawyer,Adoption,1004,1006,0
Tax Lawyer,IRSAudit,1003,1016,0
Tax Lawyer,TaxFraud,1021,1019,0
Family Lawyer,Adoption,1029,1006,1
Business Lawyer,IntellectualProperty,1044,1013,1
Business Lawyer,ContractDispute,1040,1012,0
Immigration Lawyer,VisaApplication,1021,1009,1
Business Lawyer,IntellectualProperty,1049,1014,0
Family Lawyer,Adoption,1005,1005,0
Immigration Lawyer,VisaApplication,1022,1010,1
Business Lawyer,BusinessFraud,1011,1014,1
Business Lawyer,BusinessFraud,1015,1012,1
Tax Lawyer,TaxEvasion,1027,1019,1
Immigration Lawyer,Asylum,1030,1009,0
Business Lawyer,ContractDispute,1048,1012,0
Family Lawyer,ChildCustody,1012,1004,0
Tax Lawyer,IRSAudit,1003,1019,0
Tax Lawyer,TaxFraud,1014,1017,0
Business Lawyer,IntellectualProperty,1051,1014,1
Business Lawyer,BusinessFraud,1026,1013,1
Tax Lawyer,TaxFraud,1022,1017,0
Business Lawyer,BusinessFraud,1027,1013,1
Business Lawyer,ContractDispute,1017,1012,0
Immigration Lawyer,VisaApplication,1055,1010,1
Family Lawyer,Adoption,1017,1006,0
Immigration Lawyer,Asylum,1034,1009,0
Criminal Lawyer,Murder,1037,1000,0
Business Lawyer,IntellectualProperty,1019,1013,0
Family Lawyer,Adoption,1020,1006,0
Immigration Lawyer,VisaApplication,1037,1009,0
Immigration Lawyer,Asylum,1026,1008,1
Immigration Lawyer,Deportation,1046,1010,0
Business Lawyer,IntellectualProperty,1044,1013,1
Family Lawyer,ChildCustody,1014,1006,0
Business Lawyer,ContractDispute,1024,1014,1
Business Lawyer,ContractDispute,1014,1014,0
Business Lawyer,IntellectualProperty,1040,1013,0
Family Lawyer,ChildCustody,1025,1004,0
Immigration Lawyer,Asylum,1010,1009,0
Family Lawyer,Divorce,1003,1006,0
Business Lawyer,BusinessFraud,1049,1013,1
Family Lawyer,ChildCustody,1008,1006,0
Immigration Lawyer,Asylum,1002,1008,1
Immigration Lawyer,Deportation,1011,1008,1
Family Lawyer,Adoption,1004,1006,0
Immigration Lawyer,Deportation,1039,1009,0
Criminal Lawyer,Drug,1018,1001,0
Business Lawyer,BusinessFraud,1022,1013,1
Business Lawyer,IntellectualProperty,1008,1013,1
Business Lawyer,ContractDispute,1001,1013,1
Tax Lawyer,IRSAudit,1002,1018,0
Business Lawyer,ContractDispute,1052,1012,0
Business Lawyer,BusinessFraud,1049,1013,1
Immigration Lawyer,Deportation,1032,1010,0
Immigration Lawyer,Deportation,1019,1009,0
Criminal Lawyer,Burglary,1015,1001,1
Tax Lawyer,TaxFraud,1029,1019,0
Tax Lawyer,IRSAudit,1030,1019,0
Immigration Lawyer,Asylum,1009,1009,1
Business Lawyer,BusinessFraud,1044,1012,1
Immigration Lawyer,VisaApplication,1017,1010,0
Immigration Lawyer,Deportation,1025,1009,0
Family Lawyer,Divorce,1001,1004,0
Immigration Lawyer,VisaApplication,1017,1010,0
Family Lawyer,Adoption,1004,1004,0
Immigration Lawyer,Deportation,1016,1010,1
Business Lawyer,IntellectualProperty,1043,1013,0
Criminal Lawyer,Murder,1038,1000,0
Business Lawyer,BusinessFraud,1044,1012,1
Family Lawyer,ChildCustody,1008,1006,0
Tax Lawyer,TaxFraud,1009,1016,0
Criminal Lawyer,Burglary,1008,1000,0
Criminal Lawyer,Assault,1019,1000,1
Business Lawyer,BusinessFraud,1022,1013,1
Tax Lawyer,IRSAudit,1024,1016,1
Business Lawyer,ContractDispute,1053,1012,0
Business Lawyer,IntellectualProperty,1013,1014,1
Family Lawyer,ChildCustody,1012,1005,1
Tax Lawyer,IRSAudit,1006,1018,1
Business Lawyer,IntellectualProperty,1050,1014,0
Family Lawyer,Divorce,1020,1005,1
Criminal Lawyer,Assault,1032,1000,1
Criminal Lawyer,Drug,1025,1000,0
Tax Lawyer,TaxFraud,1036,1016,0
Family Lawyer,ChildCustody,1018,1006,1
Immigration Lawyer,Deportation,1025,1010,0
Tax Lawyer,TaxFraud,1009,1017,0
Immigration Lawyer,VisaApplication,1026,1010,1
Immigration Lawyer,Asylum,1018,1009,0
Criminal Lawyer,Murder,1004,1000,0
Immigration Lawyer,Deportation,1002,1010,0
Immigration Lawyer,Asylum,1041,1009,0
Immigration Lawyer,VisaApplication,1053,1010,0
Immigration Lawyer,Asylum,1020,1008,0
Business Lawyer,ContractDispute,1015,1014,1
Criminal Lawyer,Robbery,1026,1002,0
